Scale,Dataset,Image,Method,PSNR,SSIM
8x,Urban100,img_038.png,carn,24.20837021,0.4877530634
8x,Urban100,img_039.png,carn,20.23703766,0.5523275733
8x,Urban100,img_040.png,carn,18.89875793,0.7507295012
8x,Urban100,img_041.png,carn,19.90156746,0.6627510786
8x,Urban100,img_042.png,carn,23.30472565,0.7192335725
8x,Urban100,img_043.png,carn,26.51893234,0.8666090369
8x,Urban100,img_044.png,carn,25.37182045,0.6571765542
8x,Urban100,img_045.png,carn,18.98469353,0.3753448427
8x,Urban100,img_046.png,carn,22.75415802,0.659476161
8x,Urban100,img_047.png,carn,19.37032318,0.5887176991
8x,Urban100,img_048.png,carn,17.01980591,0.6162103415
8x,Urban100,img_049.png,carn,19.81154633,0.5475474596
8x,Urban100,img_050.png,carn,22.45428085,0.6074359417
8x,Urban100,img_051.png,carn,23.54022598,0.674079299
8x,Urban100,img_052.png,carn,23.87051582,0.7545453906
8x,Urban100,img_053.png,carn,18.91340256,0.499220401
8x,Urban100,img_054.png,carn,18.8777504,0.4625451863
8x,Urban100,img_055.png,carn,27.27046776,0.8438450694
8x,Urban100,img_056.png,carn,20.6926899,0.5492848158
8x,Urban100,img_057.png,carn,25.89056969,0.7712362409
8x,Urban100,img_058.png,carn,21.32928085,0.6631954908
8x,Urban100,img_059.png,carn,20.29519081,0.6493206024
8x,Urban100,img_060.png,carn,20.59066391,0.3960575461
8x,Urban100,img_061.png,carn,21.35236359,0.527897954
8x,Urban100,img_062.png,carn,19.08052063,0.5979482532
8x,Urban100,img_063.png,carn,19.53501511,0.5155702233
8x,Urban100,img_064.png,carn,22.71087456,0.5871220231
8x,Urban100,img_065.png,carn,22.14217758,0.4774233699
8x,Urban100,img_066.png,carn,20.23733902,0.4632333219
8x,Urban100,img_067.png,carn,15.67606831,0.708112061
8x,Urban100,img_068.png,carn,26.20846939,0.7100526094
8x,Urban100,img_069.png,carn,22.1603775,0.5778717399
8x,Urban100,img_070.png,carn,20.83037376,0.4713884294
8x,Urban100,img_071.png,carn,25.4685688,0.520059526
8x,Urban100,img_072.png,carn,15.88833046,0.553062737
8x,Urban100,img_073.png,carn,18.43367195,0.2903906405
8x,Urban100,img_074.png,carn,21.52808952,0.5195817947
8x,Urban100,img_075.png,carn,27.94976807,0.8157605529
8x,Urban100,img_076.png,carn,20.79778671,0.5520386696
8x,Urban100,img_077.png,carn,21.20987892,0.5394873023
8x,Urban100,img_078.png,carn,24.78452492,0.6368012428
8x,Urban100,img_079.png,carn,22.39834785,0.5086025596
8x,Urban100,img_080.png,carn,31.4558506,0.900025785
8x,Urban100,img_081.png,carn,30.69887352,0.9141197205
8x,Urban100,img_082.png,carn,27.2959938,0.8729242682
8x,Urban100,img_083.png,carn,20.02233505,0.5098639727
8x,Urban100,img_084.png,carn,24.90883064,0.6242640018
8x,Urban100,img_085.png,carn,24.18376923,0.7895218134
8x,Urban100,img_086.png,carn,25.85244942,0.8007030487
8x,Urban100,img_087.png,carn,23.46537018,0.7579655647
8x,Urban100,img_088.png,carn,17.53728676,0.3251560032
8x,Urban100,img_089.png,carn,24.38167953,0.5547497272
8x,Urban100,img_090.png,carn,30.00990295,0.8946671486
8x,Urban100,img_091.png,carn,20.90525055,0.4363751709
8x,Urban100,img_092.png,carn,16.39738655,0.4358324111
8x,Urban100,img_093.png,carn,21.57619858,0.7563593388
8x,Urban100,img_094.png,carn,24.66586685,0.6589535475
8x,Urban100,img_095.png,carn,18.29730034,0.2150158733
8x,Urban100,img_096.png,carn,19.54770088,0.5991057754
8x,Urban100,img_097.png,carn,21.88274193,0.5758363008
8x,Urban100,img_098.png,carn,19.0239296,0.3250575364
8x,Urban100,img_099.png,carn,22.08813858,0.5422173738
8x,Urban100,img_100.png,carn,22.99522209,0.6005608439
2x,BSDS100,101085.png,lapcarn,28.43403053,0.8444491625
2x,BSDS100,101087.png,lapcarn,34.64120865,0.9467020631
2x,BSDS100,102061.png,lapcarn,32.85134125,0.9428690672
2x,BSDS100,103070.png,lapcarn,37.82326889,0.9706996679
2x,BSDS100,105025.png,lapcarn,31.70871925,0.9210706353
2x,BSDS100,106024.png,lapcarn,38.81106567,0.9631311297
2x,BSDS100,108005.png,lapcarn,33.96818161,0.9501416087
2x,BSDS100,108070.png,lapcarn,29.05339813,0.8918452859
2x,BSDS100,108082.png,lapcarn,33.72628784,0.9391040802
2x,BSDS100,109053.png,lapcarn,35.32355118,0.9483452439
2x,BSDS100,119082.png,lapcarn,31.3052063,0.9336736798
2x,BSDS100,12084.png,lapcarn,35.27771759,0.9451659322
2x,BSDS100,123074.png,lapcarn,36.68030167,0.9591722488
2x,BSDS100,126007.png,lapcarn,36.24251175,0.9532871246
2x,BSDS100,130026.png,lapcarn,31.17455482,0.9169822335
2x,BSDS100,134035.png,lapcarn,33.39348221,0.9543115497
2x,BSDS100,14037.png,lapcarn,40.16788864,0.9679788947
2x,BSDS100,143090.png,lapcarn,39.31014252,0.9723080397
2x,BSDS100,145086.png,lapcarn,30.99616623,0.9017401934
2x,BSDS100,147091.png,lapcarn,32.8932991,0.9391210079
2x,BSDS100,148026.png,lapcarn,28.39498901,0.9222632051
2x,BSDS100,148089.png,lapcarn,30.34436226,0.9065201879
2x,BSDS100,156065.png,lapcarn,30.13329506,0.8461005688
2x,BSDS100,157055.png,lapcarn,32.70612335,0.9522252679
2x,BSDS100,159008.png,lapcarn,34.22703934,0.9593935013
2x,BSDS100,160068.png,lapcarn,34.15948868,0.9618206024
2x,BSDS100,16077.png,lapcarn,33.92055893,0.9250010252
2x,BSDS100,163085.png,lapcarn,36.25391769,0.9558151364
2x,BSDS100,167062.png,lapcarn,39.1407547,0.9730492234
2x,BSDS100,167083.png,lapcarn,25.30592728,0.8267798424
2x,BSDS100,170057.png,lapcarn,37.10268402,0.9614464045
2x,BSDS100,175032.png,lapcarn,26.41409874,0.8263999224
2x,BSDS100,175043.png,lapcarn,31.85732079,0.9254128933
2x,BSDS100,182053.png,lapcarn,29.4232769,0.9204238653
2x,BSDS100,189080.png,lapcarn,41.47026825,0.9709081054
2x,BSDS100,19021.png,lapcarn,33.40561295,0.9245797992
2x,BSDS100,196073.png,lapcarn,32.28091049,0.7956206203
2x,BSDS100,197017.png,lapcarn,32.91410065,0.8935065866
2x,BSDS100,208001.png,lapcarn,35.28761673,0.9458966851
2x,BSDS100,210088.png,lapcarn,44.19224548,0.9912204742
2x,BSDS100,21077.png,lapcarn,33.41057968,0.9174585938
2x,BSDS100,216081.png,lapcarn,31.47409058,0.9053468108
2x,BSDS100,219090.png,lapcarn,33.22522354,0.9226602316
2x,BSDS100,220075.png,lapcarn,36.09440613,0.9744669795
2x,BSDS100,223061.png,lapcarn,31.30922699,0.9191688299
2x,BSDS100,227092.png,lapcarn,40.98553467,0.9669436812
2x,BSDS100,229036.png,lapcarn,29.36996078,0.895838201
2x,BSDS100,236037.png,lapcarn,30.77591133,0.9035994411
2x,BSDS100,24077.png,lapcarn,35.66044617,0.9783068895
2x,BSDS100,241004.png,lapcarn,37.60823059,0.9474431276
2x,BSDS100,241048.png,lapcarn,30.31213379,0.8737552166
2x,BSDS100,253027.png,lapcarn,30.72797775,0.9178564548
2x,BSDS100,253055.png,lapcarn,37.72315598,0.9445561767
2x,BSDS100,260058.png,lapcarn,37.98127747,0.9382798076
2x,BSDS100,271035.png,lapcarn,34.99329758,0.9477308393
2x,BSDS100,285079.png,lapcarn,32.38400269,0.9231284857
2x,BSDS100,291000.png,lapcarn,25.76250458,0.7829483747
2x,BSDS100,295087.png,lapcarn,32.68353271,0.9101564288
2x,BSDS100,296007.png,lapcarn,36.4240799,0.9256725311
2x,BSDS100,296059.png,lapcarn,35.58644104,0.9211437702
2x,BSDS100,299086.png,lapcarn,37.15551758,0.9385194778
2x,BSDS100,300091.png,lapcarn,35.41085434,0.9397924542
2x,BSDS100,302008.png,lapcarn,42.55869293,0.9882377982
2x,BSDS100,304034.png,lapcarn,29.77857208,0.9135805368
2x,BSDS100,304074.png,lapcarn,31.51556206,0.8751520514
2x,BSDS100,306005.png,lapcarn,34.56212234,0.9442906976
2x,BSDS100,3096.png,lapcarn,46.91982651,0.9931621552
2x,BSDS100,33039.png,lapcarn,27.11801147,0.8843382597
2x,BSDS100,351093.png,lapcarn,28.01266861,0.8882930279
2x,BSDS100,361010.png,lapcarn,36.72008133,0.9516480565
2x,BSDS100,37073.png,lapcarn,37.30574417,0.9399729371
2x,BSDS100,376043.png,lapcarn,31.37305069,0.8887310624
2x,BSDS100,38082.png,lapcarn,32.64365387,0.8777198195
2x,BSDS100,38092.png,lapcarn,31.34226799,0.8976594806
2x,BSDS100,385039.png,lapcarn,30.48524857,0.902304709
2x,BSDS100,41033.png,lapcarn,35.02941132,0.9334705472
2x,BSDS100,41069.png,lapcarn,28.42048645,0.8362726569
2x,BSDS100,42012.png,lapcarn,35.85720444,0.9483590722
2x,BSDS100,42049.png,lapcarn,40.24469376,0.9864284992
2x,BSDS100,43074.png,lapcarn,35.78955841,0.9487261772
2x,BSDS100,45096.png,lapcarn,42.55439377,0.9801492095
2x,BSDS100,54082.png,lapcarn,33.43106842,0.8938131928
2x,BSDS100,55073.png,lapcarn,27.73665237,0.8601028323
2x,BSDS100,58060.png,lapcarn,27.16979027,0.8785119653
2x,BSDS100,62096.png,lapcarn,30.93115997,0.9390280247
2x,BSDS100,65033.png,lapcarn,30.56344986,0.8847306371
2x,BSDS100,66053.png,lapcarn,32.10604095,0.9061325192
2x,BSDS100,69015.png,lapcarn,37.73954773,0.9594988227
2x,BSDS100,69020.png,lapcarn,31.89448166,0.8423281908
2x,BSDS100,69040.png,lapcarn,31.75597191,0.9209403396
2x,BSDS100,76053.png,lapcarn,35.15860748,0.9193459153
2x,BSDS100,78004.png,lapcarn,32.56812286,0.9244647026
2x,BSDS100,8023.png,lapcarn,39.31867218,0.9790592194
2x,BSDS100,85048.png,lapcarn,32.19234848,0.9329520464
2x,BSDS100,86000.png,lapcarn,34.64704895,0.960778594
2x,BSDS100,86016.png,lapcarn,25.61556244,0.6932915449
2x,BSDS100,86068.png,lapcarn,31.69718552,0.8387404084
2x,BSDS100,87046.png,lapcarn,32.41671753,0.9404574633
2x,BSDS100,89072.png,lapcarn,33.03476334,0.9247788787
2x,BSDS100,97033.png,lapcarn,31.44264412,0.9311375022
2x,Manga109,AisazuNihaIrarenai.png,lapcarn,37.15976334,0.9505804777
2x,Manga109,AkkeraKanjinchou.png,lapcarn,36.90655136,0.9779675603
2x,Manga109,Akuhamu.png,lapcarn,43.51977539,0.9883223176
2x,Manga109,AosugiruHaru.png,lapcarn,45.05809784,0.9930388331
2x,Manga109,AppareKappore.png,lapcarn,37.59789276,0.9808065891
2x,Manga109,Arisa.png,lapcarn,40.95598602,0.9877011776
2x,Manga109,ARMS.png,lapcarn,35.79833984,0.9523105621
2x,Manga109,BakuretsuKungFuGirl.png,lapcarn,38.35366821,0.9847058654
2x,Manga109,Belmondo.png,lapcarn,37.30447769,0.9667171836
2x,Manga109,BEMADER_P.png,lapcarn,34.29872894,0.9721184969
2x,Manga109,BokuHaSitatakaKun.png,lapcarn,37.99277878,0.9886897206
2x,Manga109,BurariTessenTorimonocho.png,lapcarn,35.91426468,0.9714249372
2x,Manga109,ByebyeC-BOY.png,lapcarn,41.07714844,0.9915006757
2x,Manga109,Count3DeKimeteAgeru.png,lapcarn,38.31967163,0.9688032866
2x,Manga109,DollGun.png,lapcarn,37.1088028,0.9824640751
2x,Manga109,Donburakokko.png,lapcarn,36.31057358,0.9826800227
2x,Manga109,DualJustice.png,lapcarn,38.45066833,0.9893889427
2x,Manga109,EienNoWith.png,lapcarn,42.44469452,0.9949026704
2x,Manga109,EvaLady.png,lapcarn,38.14077759,0.9755805731
2x,Manga109,EverydayOsakanaChan.png,lapcarn,41.14274597,0.9946860075
2x,Manga109,GakuenNoise.png,lapcarn,39.06427765,0.9842485189
2x,Manga109,GarakutayaManta.png,lapcarn,38.13846207,0.9807986617
2x,Manga109,GinNoChimera.png,lapcarn,42.99445724,0.9914426804
2x,Manga109,GOOD_KISS_Ver2.png,lapcarn,39.34696198,0.9825919271
2x,Manga109,Hamlet.png,lapcarn,37.05528641,0.990087688
2x,Manga109,HanzaiKousyouninMinegishiEitarou.png,lapcarn,38.71707535,0.9864093661
2x,Manga109,HaruichibanNoFukukoro.png,lapcarn,43.84704971,0.9928359985
2x,Manga109,HarukaRefrain.png,lapcarn,38.56399918,0.9827654958
2x,Manga109,HealingPlanet.png,lapcarn,41.11956024,0.9899017215
2x,Manga109,HeiseiJimen.png,lapcarn,39.45227051,0.9863398075
2x,Manga109,HighschoolKimengumi_vol01.png,lapcarn,35.87731171,0.9884211421
2x,Manga109,HighschoolKimengumi_vol20.png,lapcarn,36.14086533,0.9856292009
2x,Manga109,HinagikuKenzan.png,lapcarn,39.97475052,0.9785080552
2x,Manga109,HisokaReturns.png,lapcarn,34.67323303,0.9242349267
2x,Manga109,JangiriPonpon.png,lapcarn,33.852314,0.9715829492
2x,Manga109,JijiBabaFight.png,lapcarn,38.8764534,0.9796210527
2x,Manga109,Joouari.png,lapcarn,33.56928635,0.9430509806
2x,Manga109,Jyovolley.png,lapcarn,41.8192215,0.9924612045
2x,Manga109,KarappoHighschool.png,lapcarn,42.38224792,0.9904174805
2x,Manga109,KimiHaBokuNoTaiyouDa.png,lapcarn,35.71497345,0.9738395214
2x,Manga109,KoukouNoHitotachi.png,lapcarn,37.68166351,0.9676997066
2x,Manga109,KuroidoGanka.png,lapcarn,39.82032776,0.9807499647
2x,Manga109,KyokugenCyclone.png,lapcarn,29.56224251,0.9538598657
2x,Manga109,LancelotFullThrottle.png,lapcarn,42.52419281,0.9955346584
2x,Manga109,LoveHina_vol01.png,lapcarn,31.52071762,0.9712029696
2x,Manga109,LoveHina_vol14.png,lapcarn,36.28320313,0.980638206
2x,Manga109,MAD_STONE.png,lapcarn,41.27409363,0.9871863127
2x,Manga109,MadouTaiga.png,lapcarn,34.7723732,0.9631487727
2x,Manga109,MagicianLoad.png,lapcarn,33.36038208,0.9079543948
2x,Manga109,MagicStarGakuin.png,lapcarn,37.39427185,0.9840520024
2x,Manga109,MariaSamaNihaNaisyo.png,lapcarn,38.11181259,0.9853945374
2x,Manga109,MayaNoAkaiKutsu.png,lapcarn,40.43410873,0.9870635867
2x,Manga109,MemorySeijin.png,lapcarn,42.5394249,0.9717769623
2x,Manga109,MeteoSanStrikeDesu.png,lapcarn,42.86624527,0.9906617999
2x,Manga109,MiraiSan.png,lapcarn,29.08403015,0.9357352257
2x,Manga109,MisutenaideDaisy.png,lapcarn,41.87492752,0.9921038747
2x,Manga109,MoeruOnisan_vol01.png,lapcarn,38.34362793,0.9854453206
2x,Manga109,MoeruOnisan_vol19.png,lapcarn,39.6473999,0.9877875447
2x,Manga109,MomoyamaHaikagura.png,lapcarn,29.45520401,0.9220884442
2x,Manga109,MukoukizuNoChonbo.png,lapcarn,40.88054276,0.9907074571
2x,Manga109,MutekiBoukenSyakuma.png,lapcarn,40.00502777,0.9902314544
2x,Manga109,Nekodama.png,lapcarn,38.27651215,0.9867565632
2x,Manga109,NichijouSoup.png,lapcarn,41.17899323,0.9892065525
2x,Manga109,Ningyoushi.png,lapcarn,40.60227966,0.9808380604
2x,Manga109,OhWareraRettouSeitokai.png,lapcarn,40.25982285,0.9883974195
2x,Manga109,OL_Lunch.png,lapcarn,34.02370834,0.9866700172
2x,Manga109,ParaisoRoad.png,lapcarn,39.3950882,0.9857342243
2x,Manga109,PikaruGenkiDesu.png,lapcarn,36.36843109,0.9836059809
2x,Manga109,PLANET7.png,lapcarn,39.79263687,0.9828329682
2x,Manga109,PlatinumJungle.png,lapcarn,38.54769135,0.9857337475
2x,Manga109,PrayerHaNemurenai.png,lapcarn,31.34251022,0.8370960951
2x,Manga109,PrismHeart.png,lapcarn,42.20103836,0.9913839698
2x,Manga109,PsychoStaff.png,lapcarn,41.42860794,0.9884957671
2x,Manga109,Raphael.png,lapcarn,37.2677002,0.9813523293
2x,Manga109,ReveryEarth.png,lapcarn,36.95165634,0.977253437
2x,Manga109,RinToSiteSippuNoNaka.png,lapcarn,39.93641281,0.9822090864
2x,Manga109,RisingGirl.png,lapcarn,39.2352066,0.9832232594
2x,Manga109,Saisoku.png,lapcarn,33.93405533,0.9352906346
2x,Manga109,SaladDays_vol01.png,lapcarn,39.31914902,0.9884870648
2x,Manga109,SaladDays_vol18.png,lapcarn,39.86208344,0.9904700518
2x,Manga109,SamayoeruSyonenNiJunaiWo.png,lapcarn,37.33367157,0.9703370929
2x,Manga109,SeisinkiVulnus.png,lapcarn,39.04180908,0.9789665937
2x,Manga109,ShimatteIkouze_vol01.png,lapcarn,39.63207245,0.9908765554
2x,Manga109,ShimatteIkouze_vol26.png,lapcarn,36.60287094,0.9889630675
2x,Manga109,SonokiDeABC.png,lapcarn,40.39519501,0.9862760901
2x,Manga109,SyabondamaKieta.png,lapcarn,35.70906067,0.9732856154
2x,Manga109,TaiyouNiSmash.png,lapcarn,42.2610321,0.9882028699
2x,Manga109,TapkunNoTanteisitsu.png,lapcarn,41.07481003,0.9894256592
2x,Manga109,TasogareTsushin.png,lapcarn,37.68900681,0.9799664617
2x,Manga109,TennenSenshiG.png,lapcarn,32.51387405,0.9571176767
2x,Manga109,TensiNoHaneToAkumaNoShippo.png,lapcarn,37.22058487,0.9838224053
2x,Manga109,TetsuSan.png,lapcarn,35.8433876,0.9915950298
2x,Manga109,ThatsIzumiko_000.png,lapcarn,27.58174706,0.9346043468
2x,Manga109,TotteokiNoABC.png,lapcarn,41.80740738,0.9902982116
2x,Manga109,ToutaMairimasu.png,lapcarn,34.00315857,0.9726065397
2x,Manga109,TouyouKidan.png,lapcarn,37.16743851,0.9751660824
2x,Manga109,TsubasaNoKioku.png,lapcarn,38.80703354,0.9692983031
2x,Manga109,UchiNoNyansDiary_000.png,lapcarn,37.98696899,0.9929994345
2x,Manga109,UchuKigekiM774.png,lapcarn,32.77428055,0.9377827644
2x,Manga109,UltraEleven.png,lapcarn,31.99214554,0.974268496
2x,Manga109,UnbalanceTokyo.png,lapcarn,34.88172913,0.9791768789
2x,Manga109,WarewareHaOniDearu.png,lapcarn,34.80307007,0.9845359921
2x,Manga109,YamatoNoHane.png,lapcarn,43.44854355,0.9921436906
2x,Manga109,YasasiiAkuma.png,lapcarn,38.14354706,0.9800274968
2x,Manga109,YouchienBoueigumi.png,lapcarn,39.9154129,0.9910383224
2x,Manga109,YoumaKourin.png,lapcarn,36.68671799,0.9734752774
2x,Manga109,YukiNoFuruMachi.png,lapcarn,43.10848999,0.9836434126
2x,Manga109,YumeiroCooking.png,lapcarn,38.09791946,0.9884953499
2x,Manga109,YumeNoKayoiji.png,lapcarn,38.59335327,0.969032824
2x,Set14,baboon.png,lapcarn,26.05710602,0.7816890478
2x,Set14,barbara.png,lapcarn,28.36633301,0.8810696006
2x,Set14,bridge.png,lapcarn,29.38554382,0.8638578057
2x,Set14,coastguard.png,lapcarn,31.05241394,0.8562386036
2x,Set14,comic.png,lapcarn,30.55416298,0.9472306371
2x,Set14,face.png,lapcarn,35.96100235,0.8899611235
2x,Set14,flowers.png,lapcarn,34.8069458,0.9484066963
2x,Set14,foreman.png,lapcarn,35.6113205,0.9701688886
2x,Set14,lenna.png,lapcarn,37.1287117,0.9325319529
2x,Set14,man.png,lapcarn,31.51644897,0.8965300322
2x,Set14,monarch.png,lapcarn,39.40993881,0.9808009267
2x,Set14,pepper.png,lapcarn,35.75191879,0.9221895933
2x,Set14,ppt3.png,lapcarn,33.96684265,0.9909747243
2x,Set14,zebra.png,lapcarn,35.09686279,0.9501888156
2x,Set5,baby.png,lapcarn,38.72654343,0.9673581719
2x,Set5,bird.png,lapcarn,42.34864807,0.9892683625
2x,Set5,butterfly.png,lapcarn,34.54431915,0.9749251008
2x,Set5,head.png,lapcarn,35.97881699,0.8899424076
2x,Set5,woman.png,lapcarn,36.15600967,0.9734253287
2x,Urban100,img_001.png,lapcarn,32.81092453,0.9050731063
2x,Urban100,img_002.png,lapcarn,32.49062347,0.9476776123
2x,Urban100,img_003.png,lapcarn,27.92012787,0.8761458397
2x,Urban100,img_004.png,lapcarn,30.92572975,0.9640781879
2x,Urban100,img_005.png,lapcarn,35.59552765,0.9859020114
2x,Urban100,img_006.png,lapcarn,25.66744614,0.8112960458
2x,Urban100,img_007.png,lapcarn,35.60798264,0.9634617567
2x,Urban100,img_008.png,lapcarn,26.36014938,0.8937502503
2x,Urban100,img_009.png,lapcarn,39.36005402,0.9732943773
2x,Urban100,img_010.png,lapcarn,33.1176796,0.9608941674
2x,Urban100,img_011.png,lapcarn,25.76520538,0.9379528761
2x,Urban100,img_012.png,lapcarn,28.0342865,0.9038981795
2x,Urban100,img_013.png,lapcarn,34.25169754,0.9396004677
2x,Urban100,img_014.png,lapcarn,25.54998398,0.8641046286
2x,Urban100,img_015.png,lapcarn,30.277071,0.851195991
2x,Urban100,img_016.png,lapcarn,36.94545746,0.9625031352
2x,Urban100,img_017.png,lapcarn,31.45252419,0.9538815022
2x,Urban100,img_018.png,lapcarn,29.7599411,0.882404089
2x,Urban100,img_019.png,lapcarn,27.4306221,0.9369066358
2x,Urban100,img_020.png,lapcarn,27.11594391,0.9075425267
2x,Urban100,img_021.png,lapcarn,33.98419952,0.9145349264
2x,Urban100,img_022.png,lapcarn,29.44390488,0.8916947246
2x,Urban100,img_023.png,lapcarn,37.04528427,0.9786471128
2x,Urban100,img_024.png,lapcarn,25.50330925,0.8738098145
2x,Urban100,img_025.png,lapcarn,36.91134262,0.9592799544
2x,Urban100,img_026.png,lapcarn,30.72941589,0.7840201855
2x,Urban100,img_027.png,lapcarn,32.32554245,0.9121831656
2x,Urban100,img_028.png,lapcarn,36.60811996,0.9464707375
2x,Urban100,img_029.png,lapcarn,32.61434555,0.9604357481
2x,Urban100,img_030.png,lapcarn,31.15616989,0.9558430314
2x,Urban100,img_031.png,lapcarn,28.46007919,0.9299089313
2x,Urban100,img_032.png,lapcarn,34.44102478,0.954485476
2x,Urban100,img_033.png,lapcarn,32.13983154,0.9331960082
2x,Urban100,img_034.png,lapcarn,26.57556534,0.802950263
2x,Urban100,img_035.png,lapcarn,32.13645172,0.9523811936
2x,Urban100,img_036.png,lapcarn,34.93199921,0.9640467167
2x,Urban100,img_037.png,lapcarn,33.32736206,0.9528980255
2x,Urban100,img_038.png,lapcarn,31.45967102,0.867208302
2x,Urban100,img_039.png,lapcarn,27.93566704,0.9135889411
2x,Urban100,img_040.png,lapcarn,33.91304398,0.983584106
2x,Urban100,img_041.png,lapcarn,33.62086487,0.9691598415
2x,Urban100,img_042.png,lapcarn,36.16615295,0.9761033058
2x,Urban100,img_043.png,lapcarn,36.89742661,0.9740211964
2x,Urban100,img_044.png,lapcarn,39.66865158,0.9800294042
2x,Urban100,img_045.png,lapcarn,32.366745,0.9507653117
2x,Urban100,img_046.png,lapcarn,27.59308815,0.9167107344
2x,Urban100,img_047.png,lapcarn,26.8700695,0.932706058
2x,Urban100,img_048.png,lapcarn,26.11333466,0.9516795278
2x,Urban100,img_049.png,lapcarn,28.63306808,0.9103969932
2x,Urban100,img_050.png,lapcarn,30.05737305,0.9212864637
2x,Urban100,img_051.png,lapcarn,33.25326538,0.9569044113
2x,Urban100,img_052.png,lapcarn,34.98154831,0.973744452
2x,Urban100,img_053.png,lapcarn,27.21260262,0.9050472379
2x,Urban100,img_054.png,lapcarn,25.17336273,0.8524239659
2x,Urban100,img_055.png,lapcarn,36.74790955,0.9765022397
2x,Urban100,img_056.png,lapcarn,30.31142235,0.9350548387
2x,Urban100,img_057.png,lapcarn,37.24350739,0.9716231227
2x,Urban100,img_058.png,lapcarn,33.48306656,0.9720522761
2x,Urban100,img_059.png,lapcarn,27.10939217,0.9016833305
2x,Urban100,img_060.png,lapcarn,25.81346703,0.801692009
2x,Urban100,img_061.png,lapcarn,29.70763206,0.9262912273
2x,Urban100,img_062.png,lapcarn,28.13659859,0.9557454586
2x,Urban100,img_063.png,lapcarn,26.19303894,0.7444844842
2x,Urban100,img_064.png,lapcarn,31.80188751,0.9330843687
2x,Urban100,img_065.png,lapcarn,30.73573112,0.9250034094
2x,Urban100,img_066.png,lapcarn,25.69829559,0.8473219872
2x,Urban100,img_067.png,lapcarn,25.28072166,0.9640280604
2x,Urban100,img_068.png,lapcarn,37.63845444,0.9740478992
2x,Urban100,img_069.png,lapcarn,29.41534805,0.9169421196
2x,Urban100,img_070.png,lapcarn,24.69097328,0.7902863622
2x,Urban100,img_071.png,lapcarn,31.71981812,0.8471174836
2x,Urban100,img_072.png,lapcarn,26.40291595,0.9559579492
2x,Urban100,img_073.png,lapcarn,25.63041496,0.8611318469
2x,Urban100,img_074.png,lapcarn,28.51826096,0.9095797539
2x,Urban100,img_075.png,lapcarn,37.26937485,0.9511175752
2x,Urban100,img_076.png,lapcarn,30.31627655,0.9474278092
2x,Urban100,img_077.png,lapcarn,25.76590538,0.8548237681
2x,Urban100,img_078.png,lapcarn,33.63053894,0.9302355647
2x,Urban100,img_079.png,lapcarn,29.38295555,0.860893786
2x,Urban100,img_080.png,lapcarn,40.88063812,0.984243989
2x,Urban100,img_081.png,lapcarn,42.8282547,0.9897313118
2x,Urban100,img_082.png,lapcarn,38.49947357,0.9751573205
2x,Urban100,img_083.png,lapcarn,26.54483032,0.8939149976
2x,Urban100,img_084.png,lapcarn,34.22209549,0.9372104406
2x,Urban100,img_085.png,lapcarn,34.58941269,0.9766575098
2x,Urban100,img_086.png,lapcarn,36.20245361,0.9650620818
2x,Urban100,img_087.png,lapcarn,34.23831558,0.9683936834
2x,Urban100,img_088.png,lapcarn,24.01023674,0.8329772949
2x,Urban100,img_089.png,lapcarn,31.20300102,0.9010436535
2x,Urban100,img_090.png,lapcarn,44.59089279,0.9917304516
2x,Urban100,img_091.png,lapcarn,28.61508369,0.8873747587
2x,Urban100,img_092.png,lapcarn,22.57391739,0.8232164979
2x,Urban100,img_093.png,lapcarn,37.14290619,0.9764807224
2x,Urban100,img_094.png,lapcarn,31.00307846,0.9059836268
2x,Urban100,img_095.png,lapcarn,23.4324379,0.7424206734
2x,Urban100,img_096.png,lapcarn,31.54375267,0.9670005441
2x,Urban100,img_097.png,lapcarn,29.35686493,0.9108757377
2x,Urban100,img_098.png,lapcarn,24.08835983,0.7950549722
2x,Urban100,img_099.png,lapcarn,31.98785973,0.9434632063
2x,Urban100,img_100.png,lapcarn,28.71278381,0.8524190784
4x,BSDS100,101085.png,lapcarn,24.57012558,0.6141643524
4x,BSDS100,101087.png,lapcarn,29.42878914,0.8366739154
4x,BSDS100,102061.png,lapcarn,28.0937748,0.8466353416
4x,BSDS100,103070.png,lapcarn,31.63648987,0.8639079928
4x,BSDS100,105025.png,lapcarn,26.99286461,0.7353920937
4x,BSDS100,106024.png,lapcarn,34.46126556,0.8986312747
4x,BSDS100,108005.png,lapcarn,27.17133331,0.7737234235
4x,BSDS100,108070.png,lapcarn,24.13266182,0.6272767186
4x,BSDS100,108082.png,lapcarn,28.30018997,0.8043664694
4x,BSDS100,109053.png,lapcarn,29.93239594,0.8191188574
4x,BSDS100,119082.png,lapcarn,25.36128616,0.7591062188
4x,BSDS100,12084.png,lapcarn,28.31361389,0.7624605894
4x,BSDS100,123074.png,lapcarn,30.50356102,0.8180345893
4x,BSDS100,126007.png,lapcarn,30.18099594,0.8506177068
4x,BSDS100,130026.png,lapcarn,25.99973869,0.7100759745
4x,BSDS100,134035.png,lapcarn,25.20218086,0.7722106576
4x,BSDS100,14037.png,lapcarn,35.45394897,0.9074947834
4x,BSDS100,143090.png,lapcarn,34.0787468,0.9098556638
4x,BSDS100,145086.png,lapcarn,27.28172493,0.7648895979
